circlename,regionname,divisionname,officename,pincode,district,statename,latitude,longitude
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Venkateswarapuram B.O,523111,PRAKASAM,ANDHRA PRADESH,15.421421,79.648344
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Narramarella B.O,523108,PRAKASAM,ANDHRA PRADESH,15.136386,79.461227
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Challagirigala B.O,523245,PRAKASAM,ANDHRA PRADESH,15.455542,79.48732
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Ramulaveedu B.O,523247,PRAKASAM,ANDHRA PRADESH,15.656966,79.653574
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Bellamkondavaripalem B.O,523252,PRAKASAM,ANDHRA PRADESH,15.72332,79.818111
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Botlapalem B.O,523252,PRAKASAM,ANDHRA PRADESH,15.732304,79.768913
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Bommireddipalli B.O,523254,PRAKASAM,ANDHRA PRADESH,15.3685,79.51255
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Cheerladinne B.O,523230,PRAKASAM,ANDHRA PRADESH,15.4346,79.52565
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Markondapuram B.O,523230,PRAKASAM,ANDHRA PRADESH,13.663,78.7241
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Nippatlapadu B.O,523253,PRAKASAM,ANDHRA PRADESH,15.601007,79.763119
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Rallapalli B.O,523224,PRAKASAM,ANDHRA PRADESH,15.340602,79.243132
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Vedullacheruvu B.O,523224,PRAKASAM,ANDHRA PRADESH,15.280418,79.217125
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Ramalingapuram,523224,PRAKASAM,ANDHRA PRADESH,11.6635,78.2611
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Purimetla B.O,523265,PRAKASAM,ANDHRA PRADESH,15.883579,79.84259
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Kotikalapudi B.O,523201,Bapatla,ANDHRA PRADESH,15.77439,79.952016
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Makkenavaripalem B.O,523201,Bapatla,ANDHRA PRADESH,16.025486,79.944315
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Kunamnenivaripalem B.O,523226,PRAKASAM,ANDHRA PRADESH,15.565337,79.866859
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Madanur B.O,523280,PRAKASAM,ANDHRA PRADESH,15.354502,80.082178
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Ulichi B.O,523182,PRAKASAM,ANDHRA PRADESH,15.544283,80.156507
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Elchuru B.O,523303,Bapatla,ANDHRA PRADESH,16.076733,79.925022
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Kopperapadu B.O,523303,Bapatla,ANDHRA PRADESH,15.936211,79.957041
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Kunduru B.O,523303,Bapatla,ANDHRA PRADESH,16.015033,79.908199
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Makkenavaripalem B.O,523303,Bapatla,ANDHRA PRADESH,16.022339,79.957638
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Yerrapalem B.O,523212,Bapatla,ANDHRA PRADESH,15.727546,80.21456
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Daivalaravuru B.O,523212,Bapatla,ANDHRA PRADESH,15.709405,80.055588
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Thimmana Palem B.O,523212,Bapatla,ANDHRA PRADESH,15.757232,79.938809
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Basavannapalem B.O,523211,PRAKASAM,ANDHRA PRADESH,15.614394,80.046816
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Degaramudi B.O,523301,Bapatla,ANDHRA PRADESH,16.002765,80.124015
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Rajupalem B.O,523301,Bapatla,ANDHRA PRADESH,16.005775,80.108312
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Vinjanampadu B.O,523301,Bapatla,ANDHRA PRADESH,16.032122,80.193783
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kolalapudi B.O,523261,NA,NA,15.889925,80.10458
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Hanumapuram B.O,523183,PRAKASAM,ANDHRA PRADESH,15.673572,80.056257
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kandlagunta B.O,523183,PRAKASAM,ANDHRA PRADESH,15.690383,80.1117283
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,B.Machavaram B.O,523225,PRAKASAM,ANDHRA PRADESH,15.480524,79.901367
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Gummalampadu B.O,523225,PRAKASAM,ANDHRA PRADESH,15.509219,79.906225
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Modepalli B.O,523264,Bapatla,ANDHRA PRADESH,15.75145,79.932884
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Korrapativaripalem B.O,523264,PRAKASAM,ANDHRA PRADESH,15.720902,79.89618
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Pedaganjam B.O,523186,Bapatla,ANDHRA PRADESH,15.641366,80.230751
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Pedjangalapalli B.O,523260,Bapatla,ANDHRA PRADESH,15.966121,80.024532
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Ramkur B.O,523260,Bapatla,ANDHRA PRADESH,15.905761,80.046601
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Krishnampalem B.O,534313,WEST GODAVARI,ANDHRA PRADESH,17.0129767,81.5278334
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Lakshmipuram B.O,534313,WEST GODAVARI,ANDHRA PRADESH,17.0194986,81.5635741
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Dhumantunigudem B.O,534313,WEST GODAVARI,ANDHRA PRADESH,17.0216,81.5357
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Gunjavaram B.O,534318,Eluru,ANDHRA PRADESH,17.1787648,81.4141187
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Hukumpeta B.O,534318,WEST GODAVARI,ANDHRA PRADESH,18.150256,82.6897895
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kunkala B.O,534318,Eluru,ANDHRA PRADESH,17.2684337,81.5237314
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Reddinagampalem B.O,534318,Eluru,ANDHRA PRADESH,17.1876625,81.56705
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Narsimhasagar B.O,506172,Mulugu,TELANGANA,18.2669167,80.4828333
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Nandigudem B.O,534316,WEST GODAVARI,ANDHRA PRADESH,17.1357392,81.4749774
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,K.Agraharam B.O,534329,WEST GODAVARI,ANDHRA PRADESH,16.8316126,81.7490048
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kaldhari B.O,534329,WEST GODAVARI,ANDHRA PRADESH,16.8373839,81.675362
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Settipeta B.O,534301,WEST GODAVARI,ANDHRA PRADESH,16.8706726,81.6662585
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Tallapalem B.O,534301,WEST GODAVARI,ANDHRA PRADESH,17.6508945,82.893633
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Purushottapalli B.O,534302,WEST GODAVARI,ANDHRA PRADESH,16.9071071,81.7096246
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Palampeta B.O,506345,Mulugu,TELANGANA,18.2657,79.9427
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Katakoteswaram B.O,534305,WEST GODAVARI,ANDHRA PRADESH,16.9301785,81.6342944
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Veerannapet B.O,506224,SIDDIPET,TELANGANA,17.8697841,78.9914388
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Gajjaram B.O,534341,WEST GODAVARI,ANDHRA PRADESH,17.1332854,81.6389644
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Gutala B.O,534341,Eluru,ANDHRA PRADESH,17.4447475,78.3950328
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Tadipudi B.O,534341,WEST GODAVARI,ANDHRA PRADESH,17.16445,81.6535556
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kotha Pattisam BO,534341,WEST GODAVARI,ANDHRA PRADESH,17.195756,81.62267
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Peddavam B.O,534340,WEST GODAVARI,ANDHRA PRADESH,17.0798816,81.66319
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Penkanametta B.O,534340,WEST GODAVARI,ANDHRA PRADESH,17.0798808,81.6500042
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Narsapur(Bore) B.O,506344,Mulugu,TELANGANA,18.1477667,80.3945051
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Mudunuru B.O,534196,WEST GODAVARI,ANDHRA PRADESH,16.7442492,81.5202575
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Surya Rao Palem B.O,534156,WEST GODAVARI,ANDHRA PRADESH,16.8021274,81.6403002
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Adavikolanu B.O,534198,Eluru,ANDHRA PRADESH,16.7043326,81.408825
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kaligotla B.O,534198,WEST GODAVARI,ANDHRA PRADESH,16.6665866,81.4493161
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kothapalli B.O,534198,Eluru,ANDHRA PRADESH,16.9634745,81.0334289
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Yenikepalli B.O,534198,Eluru,ANDHRA PRADESH,17.3198632,78.3119252
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Jajulakunta BO,534112,WEST GODAVARI,ANDHRA PRADESH,16.9134,81.3152
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Darisaparru B.O,534166,WEST GODAVARI,ANDHRA PRADESH,16.7918551,81.5499269
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Cheepurugudem B.O,534176,WEST GODAVARI,ANDHRA PRADESH,16.9774714,81.4160364
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Marampalli B.O,534146,WEST GODAVARI,ANDHRA PRADESH,16.8471597,81.6319369
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Muddapuram B.O,534146,WEST GODAVARI,ANDHRA PRADESH,16.8052598,81.6119385
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Nandamuru B.O,534146,WEST GODAVARI,ANDHRA PRADESH,16.8451058,81.6425049
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Uppakapadu B.O,534411,WEST GODAVARI,ANDHRA PRADESH,16.7988959,81.4687729
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Garagaparru B.O,534186,WEST GODAVARI,ANDHRA PRADESH,16.6170253,81.4968814
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Vundurru B.O,534186,WEST GODAVARI,ANDHRA PRADESH,16.6722557,81.4969196
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Gopapuram B.O,522310,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Gudipudiagraharam B.O,522310,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Nandirajuthota B.O,522102,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Sangupalem B.O,522311,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Vellaluru B.O,522212,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Jupudi B.O,522212,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Lemellepadu B.O,522212,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Vetapalem B.O,522212,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Vinayasramam B.O,522309,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Mulapalem B.O,522113,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Reteru B.O,522113,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Venigallavaripalem B.O,522258,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Bhupathipur B.O,505460,Jagitial,TELANGANA,18.940341,78.83523
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kondamudi B.O,522341,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Peddavaram B.O,522259,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Thotapalli B.O,522259,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Ganapavaram B.O,522111,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Kallipalem B.O,522262,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Mallampalli B.O,505466,SIDDIPET,TELANGANA,18.075153,79.24402
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Adavuladivi B.O,522262,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Dindi B.O,522262,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Mulukuduru B.O,522315,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Karankivaripalem B.O,522268,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Muttupalli Agraharam B.O,522268,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Mannava B.O,522316,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Gudem B.O,505404,RAJANNA SIRCILLA,TELANGANA,18.327667,78.697589
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Manthenavaripalem B.O,522329,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Kankatapalem B.O,522317,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Mamillapalli B.O,522318,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Nadigaddapalem B.O,522318,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Pedagadelavarru B.O,522318,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Annavarapulanka B.O,522301,GUNTUR,ANDHRA PRADESH,NA,NA
Telangana Circle,Hyderabad Region,Hanamkonda Division,Burripalem B.O,522301,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Surepalli B.O,522256,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Singupalem B.O,522264,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Kaithepalle B.O,522264,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Piratlanka B.O,522264,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Tummala B.O,522264,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Vaddevaripalem B.O,522264,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Chiluvuru B.O,522330,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Kantamrajukonduru B.O,522330,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Munnangi B.O,522304,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Tumuluru B.O,522304,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Davuluru B.O,522304,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Yadavuru B.O,522313,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Nelapadu B.O,522202,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Pedaravuru B.O,522202,GUNTUR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Bethapudi B.O,522265,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Chatragadda B.O,522265,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Guddikayalanka B.O,522265,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Voleru B.O,522265,Bapatla,ANDHRA PRADESH,NA,NA
Telangana Circle,Hyderabad Region,Hanamkonda Division,Nalluru B.O,522265,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Nallurupalem B.O,522265,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Peteru B.O,522265,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Vullipalem B.O,522265,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Moodapalli B.O,505403,RAJANNA SIRCILLA,TELANGANA,18.529965,78.807115
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Butumalli B.O,522261,Bapatla,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Boddapadu B.O,521151,KRISHNA,ANDHRA PRADESH,16.397732,80.772953
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Krishnaraopalem,521226,NTR,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Kotha Edara B.O,521211,Eluru,ANDHRA PRADESH,16.726848,80.760359
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Thotapalli B.O,521211,Eluru,ANDHRA PRADESH,16.64237,80.770787
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Vattigudipadu B.O,521211,Eluru,ANDHRA PRADESH,16.733876,80.868977
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Wambay Colony BO,520015,NTR,ANDHRA PRADESH,16.539261,80.650648
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Kesarapalli B.O,521102,KRISHNA,ANDHRA PRADESH,16.523619,80.775427
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Konayapalem B.O,521182,NTR,ANDHRA PRADESH,16.756745,80.226515
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Popuru B.O,521182,NTR,ANDHRA PRADESH,16.63,80.26
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Veladikothapalem B.O,521182,NTR,ANDHRA PRADESH,16.642932,80.231238
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Bobbellapadu B.O,521182,NTR,ANDHRA PRADESH,16.72225,80.225122
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Pokkunuru B.O,521182,NTR,ANDHRA PRADESH,16.66,80.16
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Bhimavaram B.O,521178,NTR,ANDHRA PRADESH,16.642476,80.230463
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Mangollu B.O,521178,NTR,ANDHRA PRADESH,16.946064,80.143053
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Tirumalagiri B.O,521178,NTR,ANDHRA PRADESH,16.920005,80.138524
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Duggiralapadu B.O,521229,NTR,ANDHRA PRADESH,16.766257,80.50552
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Ganginenipalem B.O,521229,NTR,ANDHRA PRADESH,16.748357,80.548752
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Cheruvu Madhavaram B.O,521229,NTR,ANDHRA PRADESH,16.692724,80.547966
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,H Mutyalampadu B.O,521229,NTR,ANDHRA PRADESH,16.895234,80.623564
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Parlapalli B.O,505469,KARIMNAGAR,TELANGANA,18.287415,79.219944
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Budavada B.O,521175,NTR,ANDHRA PRADESH,16.873856,80.023911
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Gandrai B.O,521175,NTR,ANDHRA PRADESH,16.972099,80.118643
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Hanumanthapuram B.O,521246,KRISHNA,ANDHRA PRADESH,16.303324,80.883383
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Kadavakollu B.O,521164,KRISHNA,ANDHRA PRADESH,16.414567,80.845493
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Vallampatla B.O,521227,NTR,ANDHRA PRADESH,16.962274,80.695051
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Pinapaka B.O,521228,NTR,ANDHRA PRADESH,16.658935,80.575909
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Vedadri B.O,521457,NTR,ANDHRA PRADESH,16.799786,80.148257
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Kanumuru B.O,521256,KRISHNA,ANDHRA PRADESH,16.339826,80.902155
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Iluru B.O,521247,KRISHNA,ANDHRA PRADESH,16.266127,80.829832
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Patamatalankapalli B.O,521247,KRISHNA,ANDHRA PRADESH,16.221629,80.844595
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Rathnapur B.O,505331,Jagitial,TELANGANA,18.954084,78.677516
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Turlapadu B.O,521183,NTR,ANDHRA PRADESH,16.657325,80.276369
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Thotaravulapadu B.O,521183,NTR,ANDHRA PRADESH,16.677531,80.279329
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Morusumilli B.O,521230,NTR,ANDHRA PRADESH,16.852668,80.575629
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Velvdam B.O,521230,NTR,ANDHRA PRADESH,16.762544,80.663007
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Tolukodu B.O,521230,NTR,ANDHRA PRADESH,16.835236,80.636126
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Peddalingapur B.O,505405,RAJANNA SIRCILLA,TELANGANA,18.281054,78.876479
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Cheruvukommupalem B.O,521185,NTR,ANDHRA PRADESH,16.782271,80.351289
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Chandapuram B.O,521185,NTR,ANDHRA PRADESH,16.783021,80.35256
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Gandepalli B.O,521185,NTR,ANDHRA PRADESH,16.728175,80.333419
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Kethaveerunipadu B.O,521185,NTR,ANDHRA PRADESH,16.703131,80.29214
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Pendyala B.O,521185,NTR,ANDHRA PRADESH,16.697636,80.312605
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Adavinekkalam B.O,521212,Eluru,ANDHRA PRADESH,16.632175,80.722619
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Kanasanapalli B.O,521212,Eluru,ANDHRA PRADESH,16.637673,80.747106
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Anigandlapadu B.O,521190,NTR,ANDHRA PRADESH,16.891178,80.286715
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Upper Mallial B.O,505445,KARIMNAGAR,TELANGANA,18.532136,78.986871
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Venkatapuram B.O,521190,NTR,ANDHRA PRADESH,16.84134,80.264641
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Kannevidu B.O,521190,NTR,ANDHRA PRADESH,16.960641,80.190811
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Kakaravai B.O,521402,NTR,ANDHRA PRADESH,16.963842,80.303555
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,ALINAKHIPALEM,521250,NA,NA,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Godilanka B.O,533217,Konaseema,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Munganda B.O,533214,Konaseema,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Munjavarapukottu B.O,533214,Konaseema,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Pedagadavilli B.O,533222,Konaseema,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Sakurru B.O,533221,Konaseema,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Komaragiripatnam B.O,533210,Konaseema,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Bojjavaripeta B.O,533212,Konaseema,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Battucheruvu B.O,533212,Konaseema,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Kandikuppa B.O,533212,Konaseema,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,T.Kothapalli B.O,533220,Konaseema,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Ainavillilanka B.O,533211,Konaseema,ANDHRA PRADESH,NA,NA
